it,normF,max_step
1,54.79530044731279,1.718281828459045
2,28.370482732052615,0.972467170480301
3,17.63161357118475,0.3282049052010218
4,2.542596048396687,0.06856979516408071
5,0.15962444529163786,0.003436190121113293
6,0.0006678700538772887,9.05322164489187e-06
7,7.940888377042168e-09,6.295175806313392e-11
8,4.554201430090353e-09,7.582603517984517e-14
