N+1 (nós),Iterações Newton,||R||_inf (final),a* (da BC analítica),Erro_inf(u - u_an),Erro_L2(u - u_an)
65,50,1.724078657616701e-10,1.6133071957476957,2.8033131371785203e-14,2.3001353816866438e-14
