7.38905609893065,7.298642271095618,7.0361174277379055,6.626034589868742,6.10444377932887,5.512988100637874,4.892900379463128,4.2801604608320325,3.7025323126550207,3.178579710296977,2.718281828459045,2.324640805764247,1.9956763304064424,1.7263502540496511,1.5101587046293827,1.3402996640017613,1.210438881254307,1.115155074835947,1.050160997853928,1.0123877598705027,1.0
7.298642271095618,7.20933476322275,6.950022221364983,6.544957231324389,6.029748700349472,5.445530180395562,4.833029964812095,4.227787642730415,3.6572274571243573,3.1396860336434314,2.6850204400009234,2.2961960801082757,1.9712568736130482,1.7052263198741906,1.4916801293829864,1.3238995147207262,1.1956277320155835,1.1015098354987916,1.0373110378065593,1.0000000000000002,0.9877638190014396
7.0361174277379055,6.9500222213649785,6.7000368915972555,6.3095416830462,5.812864686275438,5.24965992062553,4.6591907235767565,4.075718360878782,3.5256806529869125,3.026754675514144,2.5884429473328656,2.2136042097495516,1.900352740660467,1.6438910391621486,1.4380258909971806,1.2762801767926544,1.1526222014795033,1.0618896313182822,1.0000000000000002,0.9640310028075529,0.9522349449689761
6.626034589868742,6.54495723132439,6.3095416830461994,5.941805529462822,5.47407613261942,4.943696374648981,4.38764122575772,3.8381751178971277,3.3201950080348355,2.850347706810721,2.4375819021035596,2.084589720498049,1.7895953445757609,1.5480808840004803,1.354214080809835,1.2018953186389247,1.0854444449641945,1.000000000000001,0.9417174539679343,0.9078448215100832,0.8967362679554791
6.10444377932887,6.0297487003494625,5.812864686275436,5.4740761326194205,5.043165643360037,4.554536528870501,4.042253149033769,3.536040131490786,3.0588345847072484,2.6259729091015327,2.24569936620199,1.9204941627084544,1.648721270700129,1.4262184409185013,1.2476125213893456,1.107284047760338,1.000000000000002,0.9212816046361451,0.8675869671054415,0.8363807339214225,0.8261466278774511
5.512988100637874,5.445530180395559,5.24965992062553,4.94369637464898,4.554536528870499,4.113250378782931,3.650601810086484,3.19343545013857,2.762466045541111,2.371544062621507,2.0281149816474713,1.7344187036677454,1.488977714467159,1.288033042472944,1.1267321369912702,1.0000000000000027,0.9031106354531759,0.83201921539427,0.7835270171734885,0.7553443360925678,0.7461018060799022
4.892900379463128,4.833029964812101,4.659190723576754,4.387641225757716,4.042253149033767,3.6506018100864823,3.2399908463024296,2.8342454655336775,2.4517504692089234,2.1047984563165874,1.7999974573044342,1.5393354345063721,1.3215010609737312,1.1431581652693434,1.000000000000002,0.8875223907878584,0.8015309103233431,0.7384356832281589,0.6953977715286932,0.6703850110369435,0.662182058703172
4.2801604608320325,4.22778764273041,4.075718360878777,3.8381751178971215,3.5360401314907812,3.193435450138568,2.8342454655336744,2.479311744990158,2.144716753723458,1.8412136835156787,1.574583038454993,1.3465638275379737,1.1560089418268473,1.0000000000000018,0.8747695904043071,0.7763775982641452,0.701154866119942,0.6459610801574215,0.6083128237682226,0.5864324215179727,0.5792567282648539
3.7025323126550207,3.657227457124358,3.525680652986911,3.320195008034836,3.0588345847072493,2.7624660455411103,2.451750469208921,2.144716753723457,1.8552769586143123,1.5927330809448612,1.3620855180987392,1.1648385914818222,1.0000000000000013,0.8650452118646232,0.7567152456640226,0.6716017239773532,0.6065306597126352,0.5587855394410759,0.5262180955165474,0.5072905583162969,0.5010832592258778
3.178579710296977,3.1396860336434345,3.0267546755141495,2.8503477068107226,2.6259729091015345,2.3715440626215085,2.104798456316586,1.8412136835156794,1.5927330809448617,1.3673423018366069,1.1693341275429392,1.0000000000000024,0.858488040585844,0.7426309689518258,0.6496309885315418,0.5765620480713922,0.5206993176119384,0.47971070286247186,0.4517519417408143,0.43550287741665605,0.4301739853831917
